checkin_id	user_id	session_id	utc_time	timezone_offset	lat	lon	category	subcategory
13800238	100572	100572_AE_7	2013-01-02 09:12:16	240	24.48601	54.364323	Professional & Other Places	Building
16314353	100572	100572_AE_7	2013-01-02 09:12:32	240	24.486089	54.364419	Professional & Other Places	Office
9106587	100572	100572_AE_7	2013-01-02 13:42:00	240	24.4751	54.374048	Residence	Home (private)
16314354	100572	100572_AE_9	2013-01-03 10:26:01	240	24.486089	54.364419	Professional & Other Places	Office
20048774	100572	100572_AE_9	2013-01-03 15:35:44	240	24.434375	54.413041	Shop & Service	Miscellaneous Shop
20997136	100791	100791_AE_1	2012-04-28 04:34:46	240	25.246928	55.364316	Food	Ice Cream Shop
19762072	100791	100791_AE_1	2012-04-28 04:36:09	240	25.246665	55.36464	Travel & Transport	Airport
12464625	100951	100951_AE_1	2012-04-08 04:45:12	240	25.230071	55.322589	Professional & Other Places	Medical Center
12798160	100951	100951_AE_1	2012-04-08 08:56:47	240	25.247774	55.27575	Professional & Other Places	School
18766371	100951	100951_AE_17	2012-06-08 11:34:02	240	25.325156	55.393045	Shop & Service	Mall
13233668	100951	100951_AE_17	2012-06-08 15:26:11	240	25.185952	55.24591	Outdoors & Recreation	Park
16731941	100951	100951_AE_24	2012-07-30 13:05:11	240	25.173641	55.417013	Shop & Service	Mall
26629609	100951	100951_AE_24	2012-07-30 13:38:06	240	25.13414	55.378384	Shop & Service	Gas Station / Garage
19701379	100951	100951_AE_26	2012-08-11 09:42:23	240	25.280577	55.313308	Professional & Other Places	Medical Center
26856687	100951	100951_AE_26	2012-08-11 12:47:28	240	25.274984	55.298925	Food	Seafood Restaurant
19701377	100951	100951_AE_6	2012-04-21 12:44:01	240	25.280577	55.313308	Professional & Other Places	Medical Center
14106998	100951	100951_AE_6	2012-04-21 16:46:46	240	25.195864	55.276358	Arts & Entertainment	Water Park
19354806	100951	100951_AE_6	2012-04-21 18:07:28	240	25.196558	55.278622	Shop & Service	Department Store
21960404	100951	100951_AE_9	2012-05-05 13:05:42	240	25.237919	55.272981	Shop & Service	Department Store
21966440	100951	100951_AE_9	2012-05-05 13:43:28	240	25.214108	55.280803	Shop & Service	Salon / Barbershop
129214	101210	101210_AE_1	2012-11-19 19:27:09	240	25.250421	55.357854	Travel & Transport	Airport
22230093	101210	101210_AE_1	2012-11-19 19:59:40	240	25.252248	55.355417	Food	Gastropub
23363263	101603	101603_AE_13	2013-01-02 11:43:48	240	25.377425	55.39566	Shop & Service	Spa
18120771	101603	101603_AE_13	2013-01-02 15:01:28	240	25.377183	55.396184	Shop & Service	Salon / Barbershop
11368488	101603	101603_AE_14	2013-01-06 10:19:33	240	25.223345	55.355601	Shop & Service	Furniture / Home Store
18293010	101603	101603_AE_14	2013-01-06 11:36:58	240	25.221947	55.351374	Food	Asian Restaurant
6216284	101603	101603_AE_16	2013-01-14 11:21:16	240	25.216201	55.407872	Shop & Service	Mall
30740061	101603	101603_AE_16	2013-01-14 11:22:00	240	25.216179	55.409293	Food	Turkish Restaurant
20006896	101603	101603_AE_20	2013-01-30 08:25:14	240	25.230207	55.391296	Travel & Transport	Train Station
30980395	101603	101603_AE_20	2013-01-30 09:45:15	240	25.224314	55.286444	Professional & Other Places	Convention Center
20006897	101603	101603_AE_21	2013-01-31 04:53:29	240	25.230207	55.391296	Travel & Transport	Train Station
30980396	101603	101603_AE_21	2013-01-31 05:55:02	240	25.224314	55.286444	Professional & Other Places	Convention Center
26356734	101603	101603_AE_25	2013-02-03 06:43:54	240	25.256924	55.40912	Professional & Other Places	Government Building
6216317	101603	101603_AE_25	2013-02-03 11:24:55	240	25.216201	55.407872	Shop & Service	Mall
16306584	101603	101603_AE_25	2013-02-03 11:26:25	240	25.214706	55.408557	Food	Burger Joint
6216329	101603	101603_AE_28	2013-02-11 10:55:28	240	25.216201	55.407872	Shop & Service	Mall
13952061	101603	101603_AE_28	2013-02-11 12:51:57	240	25.21457	55.407443	Arts & Entertainment	Movie Theater
6216355	101603	101603_AE_38	2013-03-06 11:03:32	240	25.216201	55.407872	Shop & Service	Mall
31701076	101603	101603_AE_38	2013-03-06 11:35:42	240	25.212773	55.412704	Shop & Service	Electronics Store
25022832	101603	101603_AE_39	2013-03-07 07:54:59	240	25.27407	55.469032	College & University	Medical School
31402053	101603	101603_AE_39	2013-03-07 13:28:05	240	25.3775	55.395655	Shop & Service	Gym / Fitness Center
22747513	101603	101603_AE_40	2013-03-08 05:22:44	240	25.351717	55.451988	Food	Coffee Shop
12473852	101603	101603_AE_40	2013-03-08 06:26:56	240	25.231284	55.323179	Professional & Other Places	Medical Center
31798123	101603	101603_AE_41	2013-03-10 07:28:37	240	25.224022	55.392471	Professional & Other Places	Medical Center
31402054	101603	101603_AE_41	2013-03-10 10:14:58	240	25.3775	55.395655	Shop & Service	Gym / Fitness Center
14982001	101603	101603_AE_5	2012-12-14 11:03:03	240	25.399604	55.478689	Shop & Service	Mall
15000353	101603	101603_AE_5	2012-12-14 11:59:16	240	25.400609	55.479344	Food	Coffee Shop
6216377	101603	101603_AE_51	2013-04-03 10:59:59	240	25.216201	55.407872	Shop & Service	Mall
22502177	101603	101603_AE_51	2013-04-03 12:19:44	240	25.21628	55.408693	Food	Cafe
25982735	101603	101603_AE_53	2013-04-05 06:35:36	240	25.198409	55.277812	Shop & Service	Clothing Store
14027856	101603	101603_AE_53	2013-04-05 08:12:20	240	25.19902	55.278568	Shop & Service	Department Store
14982027	101603	101603_AE_54	2013-04-06 05:16:58	240	25.399604	55.478689	Shop & Service	Mall
22747515	101603	101603_AE_54	2013-04-06 08:42:56	240	25.351717	55.451988	Food	Coffee Shop
28921547	101603	101603_AE_54	2013-04-06 09:32:36	240	25.23287	55.326465	College & University	College Academic Building
32291808	101603	101603_AE_54	2013-04-06 12:54:05	240	25.377546	55.395709	Outdoors & Recreation	Beach
9597411	101603	101603_AE_55	2013-04-07 13:28:19	240	25.322576	55.375643	Outdoors & Recreation	Plaza
32310302	101603	101603_AE_55	2013-04-07 13:28:58	240	25.322382	55.376032	Food	Cafe
26356732	101603	101603_AE_9	2012-12-19 06:24:53	240	25.256924	55.40912	Professional & Other Places	Government Building
6216252	101603	101603_AE_9	2012-12-19 10:56:10	240	25.216201	55.407872	Shop & Service	Mall
15026386	101671	101671_AE_1	2013-02-11 14:27:05	240	25.195849	55.27738	Food	Restaurant
28532713	101671	101671_AE_1	2013-02-11 14:28:40	240	25.196864	55.280349	Food	Ice Cream Shop
4915544	101893	101893_AE_2	2012-06-14 05:47:59	240	25.210416	55.273633	Food	Cafe
20897197	101893	101893_AE_2	2012-06-14 10:21:10	240	25.211484	55.274191	Food	American Restaurant
6252405	102004	102004_AE_3	2012-07-15 12:47:40	240	25.197	55.279491	Shop & Service	Mall
11612023	102004	102004_AE_3	2012-07-15 13:53:14	240	25.195816	55.277839	Food	Burger Joint
6252943	102362	102362_AE_3	2013-01-08 11:40:59	240	25.197	55.279491	Shop & Service	Mall
13921865	102362	102362_AE_3	2013-01-08 12:25:54	240	25.198029	55.279083	Arts & Entertainment	Aquarium
18108882	102362	102362_AE_4	2013-01-09 10:28:36	240	25.197975	55.235839	Outdoors & Recreation	Beach
20477251	102362	102362_AE_4	2013-01-09 11:31:04	240	25.146518	55.193489	Outdoors & Recreation	Beach
30210720	102362	102362_AE_6	2013-01-11 11:05:17	240	25.230598	55.260298	Outdoors & Recreation	Beach
16187507	102362	102362_AE_6	2013-01-11 11:23:30	240	25.225104	55.259022	Food	Fast Food Restaurant
30677658	102362	102362_AE_6	2013-01-11 17:22:57	240	25.268931	55.303628	Shop & Service	Electronics Store
15052552	10238	10238_AE_1	2012-10-16 14:50:37	240	25.24423	55.317578	Professional & Other Places	Medical Center
16050442	10238	10238_AE_1	2012-10-16 16:04:37	240	25.194913	55.265787	Residence	Residential Building (Apartment / Condo)
13006816	10238	10238_AE_1	2012-10-16 16:08:55	240	25.197622	55.246811	Shop & Service	Gas Station / Garage
32215095	10238	10238_AE_100	2013-04-02 10:38:55	240	25.174952	55.256462	Food	Middle Eastern Restaurant
18534195	10238	10238_AE_100	2013-04-02 10:49:13	240	25.183398	55.242858	Professional & Other Places	Medical Center
19980455	10238	10238_AE_100	2013-04-02 15:23:13	240	25.210832	55.275103	Outdoors & Recreation	Bridge
24898712	10238	10238_AE_100	2013-04-02 15:28:23	240	25.19636	55.246983	Professional & Other Places	Government Building
24898607	10238	10238_AE_101	2013-04-07 13:06:17	240	25.186707	55.240171	Professional & Other Places	Building
28153552	10238	10238_AE_101	2013-04-07 13:10:20	240	25.175014	55.256305	Travel & Transport	Rental Car Location
19712276	10238	10238_AE_11	2012-11-07 06:39:05	240	25.269241	55.29039	Arts & Entertainment	Historic Site
28866310	10238	10238_AE_11	2012-11-07 06:43:33	240	25.285362	55.32101	Professional & Other Places	Medical Center
28153509	10238	10238_AE_14	2012-11-17 09:46:24	240	25.175014	55.256305	Travel & Transport	Rental Car Location
15741873	10238	10238_AE_14	2012-11-17 12:15:37	240	25.197488	55.299633	Outdoors & Recreation	Plaza
11574705	10238	10238_AE_14	2012-11-17 12:35:35	240	25.226917	55.326333	Arts & Entertainment	Movie Theater
17974898	10238	10238_AE_14	2012-11-17 14:33:29	240	25.23109	55.29125	Professional & Other Places	Office
27058804	10238	10238_AE_16	2012-11-21 13:59:42	240	25.167523	55.214238	Travel & Transport	Road
24898581	10238	10238_AE_16	2012-11-21 14:12:21	240	25.186707	55.240171	Professional & Other Places	Building
20122149	10238	10238_AE_18	2012-11-22 12:33:33	240	25.191311	55.260469	Travel & Transport	Train Station
27058805	10238	10238_AE_18	2012-11-22 12:56:24	240	25.167523	55.214238	Travel & Transport	Road
29395759	10238	10238_AE_19	2012-11-23 10:01:22	240	25.152277	55.290595	Outdoors & Recreation	Other Great Outdoors
29399800	10238	10238_AE_19	2012-11-23 11:32:14	240	25.15896	55.256888	Nightlife Spot	Cocktail Bar
28153513	10238	10238_AE_19	2012-11-23 17:14:25	240	25.175014	55.256305	Travel & Transport	Rental Car Location
10734001	10238	10238_AE_23	2012-11-27 11:11:34	240	25.210028	55.246511	Travel & Transport	Road
24833492	10238	10238_AE_23	2012-11-27 11:20:39	240	25.247611	55.278697	Outdoors & Recreation	Beach
29538933	10238	10238_AE_23	2012-11-27 11:21:36	240	25.259945	55.284376	Travel & Transport	Road
24833493	10238	10238_AE_23	2012-11-27 15:16:04	240	25.247611	55.278697	Outdoors & Recreation	Beach
26641645	10238	10238_AE_23	2012-11-27 15:49:21	240	25.200916	55.278147	Residence	Residential Building (Apartment / Condo)
6252740	10238	10238_AE_23	2012-11-27 16:05:14	240	25.197	55.279491	Shop & Service	Mall
10734002	10238	10238_AE_23	2012-11-27 18:02:29	240	25.210028	55.246511	Travel & Transport	Road
28972609	10238	10238_AE_24	2012-12-03 07:18:25	240	25.178274	55.253235	Shop & Service	Gas Station / Garage
20571737	10238	10238_AE_24	2012-12-03 12:55:57	240	25.277142	55.309639	Professional & Other Places	Office
9034809	10238	10238_AE_24	2012-12-03 14:20:27	240	25.222685	55.425081	Shop & Service	Mall
16816887	10238	10238_AE_24	2012-12-03 15:14:56	240	25.216492	55.252583	Shop & Service	Mall
29538934	10238	10238_AE_26	2012-12-04 15:06:52	240	25.259945	55.284376	Travel & Transport	Road
11340303	10238	10238_AE_26	2012-12-04 16:44:01	240	25.269512	55.291183	Arts & Entertainment	Museum
24898583	10238	10238_AE_27	2012-12-05 08:25:02	240	25.186707	55.240171	Professional & Other Places	Building
27926599	10238	10238_AE_27	2012-12-05 08:59:52	240	25.1566	55.227666	Professional & Other Places	Government Building
15741874	10238	10238_AE_27	2012-12-05 11:22:14	240	25.197488	55.299633	Outdoors & Recreation	Plaza
28278582	10238	10238_AE_27	2012-12-05 11:56:53	240	25.233266	55.318153	Professional & Other Places	Medical Center
6531709	10238	10238_AE_28	2012-12-09 04:46:12	240	25.225262	55.290169	Professional & Other Places	Office
4237722	10238	10238_AE_28	2012-12-09 06:13:52	240	25.27268	55.295005	Outdoors & Recreation	Plaza
6859732	10238	10238_AE_28	2012-12-09 06:28:33	240	25.284787	55.321645	Professional & Other Places	Medical Center
11574711	10238	10238_AE_28	2012-12-09 12:09:06	240	25.226917	55.326333	Arts & Entertainment	Movie Theater
30147532	10238	10238_AE_30	2012-12-18 12:18:45	240	25.19702	55.237627	Professional & Other Places	Medical Center
27058809	10238	10238_AE_30	2012-12-18 13:32:02	240	25.167523	55.214238	Travel & Transport	Road
29927673	10238	10238_AE_30	2012-12-18 13:41:09	240	25.156903	55.205691	Food	Coffee Shop
12845525	10238	10238_AE_33	2012-12-23 04:32:41	240	25.217327	55.283461	Professional & Other Places	Office
6531710	10238	10238_AE_33	2012-12-23 05:00:51	240	25.225262	55.290169	Professional & Other Places	Office
25097818	10238	10238_AE_35	2012-12-27 09:33:58	240	25.228683	55.289537	Professional & Other Places	Building
12845526	10238	10238_AE_35	2012-12-27 09:35:35	240	25.217327	55.283461	Professional & Other Places	Office
26641647	10238	10238_AE_35	2012-12-27 09:39:14	240	25.200916	55.278147	Residence	Residential Building (Apartment / Condo)
28972610	10238	10238_AE_35	2012-12-27 09:48:56	240	25.178274	55.253235	Shop & Service	Gas Station / Garage
28153520	10238	10238_AE_35	2012-12-27 11:17:16	240	25.175014	55.256305	Travel & Transport	Rental Car Location
24898585	10238	10238_AE_36	2012-12-29 09:03:18	240	25.186707	55.240171	Professional & Other Places	Building
24898586	10238	10238_AE_36	2012-12-29 11:39:27	240	25.186707	55.240171	Professional & Other Places	Building
29399802	10238	10238_AE_36	2012-12-29 14:14:34	240	25.15896	55.256888	Nightlife Spot	Cocktail Bar
19980435	10238	10238_AE_41	2013-01-02 11:37:58	240	25.210832	55.275103	Outdoors & Recreation	Bridge
29482064	10238	10238_AE_41	2013-01-02 11:44:45	240	25.160415	55.208144	Outdoors & Recreation	States & Municipalities
27058811	10238	10238_AE_41	2013-01-02 12:20:40	240	25.167523	55.214238	Travel & Transport	Road
20048675	10238	10238_AE_41	2013-01-02 12:35:17	240	25.187447	55.239215	Shop & Service	Department Store
28153521	10238	10238_AE_41	2013-01-02 12:39:54	240	25.175014	55.256305	Travel & Transport	Rental Car Location
20571738	10238	10238_AE_43	2013-01-04 12:45:21	240	25.277142	55.309639	Professional & Other Places	Office
30498623	10238	10238_AE_43	2013-01-04 13:14:20	240	25.384508	55.40626	Outdoors & Recreation	Beach
6531711	10238	10238_AE_45	2013-01-07 04:14:51	240	25.225262	55.290169	Professional & Other Places	Office
30147533	10238	10238_AE_45	2013-01-07 09:37:10	240	25.19702	55.237627	Professional & Other Places	Medical Center
28153522	10238	10238_AE_45	2013-01-07 11:54:39	240	25.175014	55.256305	Travel & Transport	Rental Car Location
29972996	10238	10238_AE_46	2013-01-08 08:04:57	240	25.223803	55.300102	Professional & Other Places	Spiritual Center
15052556	10238	10238_AE_46	2013-01-08 08:41:17	240	25.24423	55.317578	Professional & Other Places	Medical Center
24898589	10238	10238_AE_46	2013-01-08 10:54:13	240	25.186707	55.240171	Professional & Other Places	Building
15741872	10238	10238_AE_5	2012-10-24 12:25:40	240	25.197488	55.299633	Outdoors & Recreation	Plaza
28278581	10238	10238_AE_5	2012-10-24 13:03:01	240	25.233266	55.318153	Professional & Other Places	Medical Center
13006817	10238	10238_AE_5	2012-10-24 13:46:11	240	25.197622	55.246811	Shop & Service	Gas Station / Garage
27058800	10238	10238_AE_5	2012-10-24 13:59:52	240	25.167523	55.214238	Travel & Transport	Road
30763638	10238	10238_AE_50	2013-01-15 11:58:35	240	25.194887	55.262792	Travel & Transport	Moving Target
28153523	10238	10238_AE_50	2013-01-15 12:00:49	240	25.175014	55.256305	Travel & Transport	Rental Car Location
19060325	10238	10238_AE_51	2013-01-16 09:30:52	240	25.262971	55.314525	Professional & Other Places	Office
4237723	10238	10238_AE_51	2013-01-16 09:36:01	240	25.27268	55.295005	Outdoors & Recreation	Plaza
29482067	10238	10238_AE_52	2013-01-21 13:56:57	240	25.160415	55.208144	Outdoors & Recreation	States & Municipalities
28153524	10238	10238_AE_52	2013-01-21 14:37:46	240	25.175014	55.256305	Travel & Transport	Rental Car Location
12845529	10238	10238_AE_54	2013-01-27 11:34:28	240	25.217327	55.283461	Professional & Other Places	Office
12473848	10238	10238_AE_54	2013-01-27 11:43:24	240	25.231284	55.323179	Professional & Other Places	Medical Center
13006821	10238	10238_AE_54	2013-01-27 13:08:06	240	25.197622	55.246811	Shop & Service	Gas Station / Garage
28153525	10238	10238_AE_54	2013-01-27 13:20:57	240	25.175014	55.256305	Travel & Transport	Rental Car Location
24898593	10238	10238_AE_55	2013-01-28 06:24:21	240	25.186707	55.240171	Professional & Other Places	Building
26641650	10238	10238_AE_55	2013-01-28 06:41:33	240	25.200916	55.278147	Residence	Residential Building (Apartment / Condo)
30640709	10238	10238_AE_55	2013-01-28 11:38:03	240	25.210048	55.261216	Outdoors & Recreation	Lighthouse
10734039	10238	10238_AE_55	2013-01-28 11:41:07	240	25.210028	55.246511	Travel & Transport	Road
24898594	10238	10238_AE_55	2013-01-28 11:53:27	240	25.186707	55.240171	Professional & Other Places	Building
28153526	10238	10238_AE_55	2013-01-28 11:55:47	240	25.175014	55.256305	Travel & Transport	Rental Car Location
15741876	10238	10238_AE_57	2013-01-31 12:25:26	240	25.197488	55.299633	Outdoors & Recreation	Plaza
28153527	10238	10238_AE_57	2013-01-31 12:38:52	240	25.175014	55.256305	Travel & Transport	Rental Car Location
24898595	10238	10238_AE_57	2013-01-31 14:54:31	240	25.186707	55.240171	Professional & Other Places	Building
31092663	10238	10238_AE_57	2013-01-31 16:30:09	240	25.183342	55.226932	Shop & Service	Gas Station / Garage
28153528	10238	10238_AE_57	2013-01-31 17:52:09	240	25.175014	55.256305	Travel & Transport	Rental Car Location
28153529	10238	10238_AE_58	2013-02-02 13:49:15	240	25.175014	55.256305	Travel & Transport	Rental Car Location
28972612	10238	10238_AE_58	2013-02-02 15:33:39	240	25.178274	55.253235	Shop & Service	Gas Station / Garage
11356587	10238	10238_AE_58	2013-02-02 16:26:44	240	25.191389	55.23544	Outdoors & Recreation	Plaza
28153530	10238	10238_AE_58	2013-02-02 17:24:56	240	25.175014	55.256305	Travel & Transport	Rental Car Location
10734046	10238	10238_AE_60	2013-02-03 15:10:54	240	25.210028	55.246511	Travel & Transport	Road
23530895	10238	10238_AE_60	2013-02-03 17:02:46	240	25.215056	55.251296	Shop & Service	Mall
6531715	10238	10238_AE_62	2013-02-05 06:11:53	240	25.225262	55.290169	Professional & Other Places	Office
28153532	10238	10238_AE_62	2013-02-05 06:57:34	240	25.175014	55.256305	Travel & Transport	Rental Car Location
6531716	10238	10238_AE_62	2013-02-05 09:38:29	240	25.225262	55.290169	Professional & Other Places	Office
19980436	10238	10238_AE_62	2013-02-05 11:36:28	240	25.210832	55.275103	Outdoors & Recreation	Bridge
